CONDITION_NAME,TAM,MORPHEME,FRAME,WOULD_YOU_SAY_THIS,HAVE_YOU_HEARD_THIS,RESPONDENT_ID,AGE,GENDER,REGION,IKIGOYI,IKINYAGISAKA,IKINYAMBO,IKIRERA,IGIKIGA,MULTILINGUALISM,LG_MIXING,EVALUATE_LG_MIXING
FUT0INDDP1,FUT,0,INDDP,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDDP2,FUT,0,INDDP,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDfinal,FUT,0,INDfinal,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDko1,FUT,0,INDko,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDko2,FUT,0,INDko,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDngo1,FUT,0,INDngo,4,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDngo2,FUT,0,INDngo,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0NEG1,FUT,0,NEG,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0NEG2,FUT,0,NEG,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0PART1,FUT,0,PART,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0PART2,FUT,0,PART,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0REL1,FUT,0,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0REL2,FUT,0,REL,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDDP1,FUT,ra,INDDP,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDDP2,FUT,ra,INDDP,5,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDfinal1,FUT,ra,INDfinal,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDfinal2,FUT,ra,INDfinal,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDko1,FUT,ra,INDko,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDko2,FUT,ra,INDko,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDngo1,FUT,ra,INDngo,1,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraINDngo2,FUT,ra,INDngo,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraNEG1,FUT,ra,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraNEG2,FUT,ra,NEG,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraPART1,FUT,ra,PART,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraPART2,FUT,ra,PART,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraREL1,FUT,ra,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUTraREL2,FUT,ra,REL,1,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0INDDP,HAB,0,INDDP,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0INDfinal,HAB,0,INDfinal,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0INDko,HAB,0,INDko,5,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0INDngo1,HAB,0,INDngo,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0INDngo2,HAB,0,INDngo,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0NEG,HAB,0,NEG,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0PART,HAB,0,PART,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HAB0REL,HAB,0,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraINDDP,HAB,ra,INDDP,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraINDfinal,HAB,ra,INDfinal,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraINDko,HAB,ra,INDko,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraINDngo1,HAB,ra,INDngo,4,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraINDngo2,HAB,ra,INDngo,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraNEG,HAB,ra,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraPART,HAB,ra,PART,1,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
HABraREL,HAB,ra,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDDP1,PROG,0,INDDP,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDDP2,PROG,0,INDDP,1,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDfinal,PROG,0,INDfinal,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDko1,PROG,0,INDko,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDko2,PROG,0,INDko,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDngo1,PROG,0,INDngo,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0INDngo2,PROG,0,INDngo,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0NEG1,PROG,0,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0NEG2,PROG,0,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0PART1,PROG,0,PART,1,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0PART2,PROG,0,PART,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0REL1,PROG,0,REL,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROG0REL2,PROG,0,REL,1,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDDP1,PROG,ra,INDDP,4,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDDP2,PROG,ra,INDDP,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDfinal1,PROG,ra,INDfinal,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDfinal2,PROG,ra,INDfinal,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDko1,PROG,ra,INDko,4,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDko2,PROG,ra,INDko,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDngo1,PROG,ra,INDngo,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraINDngo2,PROG,ra,INDngo,2,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraNEG1,PROG,ra,NEG,1,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraNEG2,PROG,ra,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraPART1,PROG,ra,PART,1,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraPART2,PROG,ra,PART,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraREL1,PROG,ra,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGraREL2,PROG,ra,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpINDfinal,PROG,p,INDfinal,4,4,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpINDDP,PROG,p,INDDP,5,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpINDko,PROG,p,INDko,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpINDngo,PROG,p,INDngo,2,2,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpNEG,PROG,p,NEG,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpPART,PROG,p,PART,5,5,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
PROGpREL,PROG,p,REL,1,1,0,,male,,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,5
FUT0INDDP1,FUT,0,INDDP,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDDP2,FUT,0,INDDP,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDfinal,FUT,0,INDfinal,1,1,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDko1,FUT,0,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDko2,FUT,0,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDngo1,FUT,0,INDngo,2,3,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDngo2,FUT,0,INDngo,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0NEG1,FUT,0,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0NEG2,FUT,0,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0PART1,FUT,0,PART,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0PART2,FUT,0,PART,1,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0REL1,FUT,0,REL,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0REL2,FUT,0,REL,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDDP1,FUT,ra,INDDP,5,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDDP2,FUT,ra,INDDP,5,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDfinal1,FUT,ra,INDfinal,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDfinal2,FUT,ra,INDfinal,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDko1,FUT,ra,INDko,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDko2,FUT,ra,INDko,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDngo1,FUT,ra,INDngo,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraINDngo2,FUT,ra,INDngo,5,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraNEG1,FUT,ra,NEG,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraNEG2,FUT,ra,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraPART1,FUT,ra,PART,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraPART2,FUT,ra,PART,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraREL1,FUT,ra,REL,5,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUTraREL2,FUT,ra,REL,5,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0INDDP,HAB,0,INDDP,5,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0INDfinal,HAB,0,INDfinal,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0INDko,HAB,0,INDko,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0INDngo1,HAB,0,INDngo,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0INDngo2,HAB,0,INDngo,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0NEG,HAB,0,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0PART,HAB,0,PART,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HAB0REL,HAB,0,REL,2,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraINDDP,HAB,ra,INDDP,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraINDfinal,HAB,ra,INDfinal,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraINDko,HAB,ra,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraINDngo1,HAB,ra,INDngo,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraINDngo2,HAB,ra,INDngo,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraNEG,HAB,ra,NEG,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraPART,HAB,ra,PART,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
HABraREL,HAB,ra,REL,2,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDDP1,PROG,0,INDDP,2,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDDP2,PROG,0,INDDP,1,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDfinal,PROG,0,INDfinal,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDko1,PROG,0,INDko,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDko2,PROG,0,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDngo1,PROG,0,INDngo,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0INDngo2,PROG,0,INDngo,2,3,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0NEG1,PROG,0,NEG,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0NEG2,PROG,0,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0PART1,PROG,0,PART,2,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0PART2,PROG,0,PART,1,3,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0REL1,PROG,0,REL,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROG0REL2,PROG,0,REL,5,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDDP1,PROG,ra,INDDP,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDDP2,PROG,ra,INDDP,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDfinal1,PROG,ra,INDfinal,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDfinal2,PROG,ra,INDfinal,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDko1,PROG,ra,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDko2,PROG,ra,INDko,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDngo1,PROG,ra,INDngo,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraINDngo2,PROG,ra,INDngo,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraNEG1,PROG,ra,NEG,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraNEG2,PROG,ra,NEG,4,5,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraPART1,PROG,ra,PART,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraPART2,PROG,ra,PART,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraREL1,PROG,ra,REL,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGraREL2,PROG,ra,REL,1,2,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpINDfinal,PROG,p,INDfinal,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpINDDP,PROG,p,INDDP,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpINDko,PROG,p,INDko,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpINDngo,PROG,p,INDngo,2,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpNEG,PROG,p,NEG,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpPART,PROG,p,PART,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
PROGpREL,PROG,p,REL,4,4,1,28,female,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,2
FUT0INDDP1,FUT,0,INDDP,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDDP2,FUT,0,INDDP,4,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDfinal,FUT,0,INDfinal,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDko1,FUT,0,INDko,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDko2,FUT,0,INDko,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDngo1,FUT,0,INDngo,4,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0INDngo2,FUT,0,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0NEG1,FUT,0,NEG,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0NEG2,FUT,0,NEG,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0PART1,FUT,0,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0PART2,FUT,0,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0REL1,FUT,0,REL,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUT0REL2,FUT,0,REL,1,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDDP1,FUT,ra,INDDP,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDDP2,FUT,ra,INDDP,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDfinal1,FUT,ra,INDfinal,4,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDfinal2,FUT,ra,INDfinal,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDko1,FUT,ra,INDko,5,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDko2,FUT,ra,INDko,2,5,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDngo1,FUT,ra,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraINDngo2,FUT,ra,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraNEG1,FUT,ra,NEG,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraNEG2,FUT,ra,NEG,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraPART1,FUT,ra,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraPART2,FUT,ra,PART,4,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraREL1,FUT,ra,REL,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
FUTraREL2,FUT,ra,REL,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0INDDP,HAB,0,INDDP,1,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0INDfinal,HAB,0,INDfinal,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0INDko,HAB,0,INDko,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0INDngo1,HAB,0,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0INDngo2,HAB,0,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0NEG,HAB,0,NEG,1,1,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0PART,HAB,0,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HAB0REL,HAB,0,REL,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraINDDP,HAB,ra,INDDP,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraINDfinal,HAB,ra,INDfinal,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraINDko,HAB,ra,INDko,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraINDngo1,HAB,ra,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraINDngo2,HAB,ra,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraNEG,HAB,ra,NEG,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraPART,HAB,ra,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
HABraREL,HAB,ra,REL,2,2,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDDP1,PROG,0,INDDP,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDDP2,PROG,0,INDDP,4,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDfinal,PROG,0,INDfinal,1,1,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDko1,PROG,0,INDko,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDko2,PROG,0,INDko,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDngo1,PROG,0,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0INDngo2,PROG,0,INDngo,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0NEG1,PROG,0,NEG,2,1,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0NEG2,PROG,0,NEG,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0PART1,PROG,0,PART,1,1,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0PART2,PROG,0,PART,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0REL1,PROG,0,REL,1,1,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROG0REL2,PROG,0,REL,1,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROGraINDDP1,PROG,ra,INDDP,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROGraINDDP2,PROG,ra,INDDP,5,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROGraINDfinal1,PROG,ra,INDfinal,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
PROGraINDfinal2,PROG,ra,INDfinal,2,4,2,31,male,Rubavu,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
